id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
154841,PAK-2014-1-768-173,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-09-15,Pak army kills 15 militants; 3 die in attacks targeting police""",Press Trust of India,2014-09-15,Pak army kills 15 militants; 3 die in attacks targeting police,military statement,2,Tabai Sar Area,Tabai area,Federally Administered Tribal Areas,North Waziristan,32.701389,69.792222,POINT (69.792222 32.701389),176900,Pakistan,770,Asia,1,1,09/15/2014 00:00:00,09/15/2014 00:00:00,0,15,0,0,15,15,15,
154844,PAK-2014-1-768-174,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""BBC Monitoring South Asia,2014-09-16,Pakistan army says 31 militants killed in tribal areas"";""BBC Monitoring South Asia,2014-09-18,Pakistan foreign office says Chinese president to visit country soon""",BBC Monitoring South Asia;BBC Monitoring South Asia,2014-09-16;2014-09-18,Pakistan army says 31 militants killed in tribal areas;Pakistan foreign office says Chinese president to visit country soon,officials,2,Spinwam Town,Spinwam area,Federally Administered Tribal Areas,North Waziristan,33.179912,70.380087,POINT (70.380087 33.179912),177621,Pakistan,770,Asia,1,1,09/16/2014 00:00:00,09/16/2014 00:00:00,4,11,0,0,15,15,15,
154846,PAK-2014-1-768-175.1,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2014-09-16,Pakistan army says 31 militants killed in tribal areas""",BBC Monitoring South Asia,2014-09-16,Pakistan army says 31 militants killed in tribal areas,military ,2,Tor Darra village,Tordara and Koki Khel areas of Khyber Agency,Federally Administered Tribal Areas,Khyber Agency,33.896087,70.789455,POINT (70.789455 33.896087),178342,Pakistan,770,Asia,1,1,09/16/2014 00:00:00,09/16/2014 00:00:00,0,10,0,0,10,10,10,
154880,PAK-2014-1-768-176,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-09-17,Pakistan army kills 40 militants in North Waziristan""",Press Trust of India,2014-09-17,Pakistan army kills 40 militants in North Waziristan,military,2,Datta Khel Town,Datta Khel area,Federally Administered Tribal Areas,North Waziristan,32.908333,69.744722,POINT (69.744722 32.908333),176900,Pakistan,770,Asia,1,1,09/17/2014 00:00:00,09/17/2014 00:00:00,0,40,0,0,40,40,40,
154887,PAK-2014-1-768-276,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""Press Trust of India,2014-09-17,Seven militants gunned down in during a raid in Karachi"";""BBC Monitoring South Asia,2014-09-18,Police kill seven alleged members of Pakistan Taleban in Karachi District""",Press Trust of India;BBC Monitoring South Asia,2014-09-17;2014-09-18,Seven militants gunned down in during a raid in Karachi;Police kill seven alleged members of Pakistan Taleban in Karachi District,officials,1,Karachi Town,Karachi town,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,09/17/2014 00:00:00,09/17/2014 00:00:00,0,7,0,0,7,7,7,
154900,PAK-2014-1-768-177,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""Press Trust of India,2014-09-18,Pakistan army kills 23 militants in North Waziristan"";""Press Trust of India,2014-09-18,Pakistan army kills 23 militants in North Waziristan""",Press Trust of India;Press Trust of India,2014-09-18;2014-09-18,Pakistan army kills 23 militants in North Waziristan;Pakistan army kills 23 militants in North Waziristan,military statement,3,North Waziristan,Ismail Khel and Zerom districts of North Waziristan,Federally Administered Tribal Areas,North Waziristan,32.950871,69.957639,POINT (69.957639 32.950871),176900,Pakistan,770,Asia,1,1,09/18/2014 00:00:00,09/18/2014 00:00:00,0,23,0,0,23,23,23,
154905,PAK-2014-1-768-178,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-09-20,15 militants, 1 soldier killed in North Waziristan""",Press Trust of India,2014-09-20,"15 militants, 1 soldier killed in North Waziristan",PTI,2,Ghulam Khan Town,Ghulam Khan area,Federally Administered Tribal Areas,North Waziristan,33.143889,70.023889,POINT (70.023889 33.143889),177621,Pakistan,770,Asia,1,1,09/20/2014 00:00:00,09/20/2014 00:00:00,0,12,0,0,12,12,12,
154908,PAK-2014-1-768-179,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-09-20,15 militants, 1 soldier killed in North Waziristan""",Press Trust of India,2014-09-20,"15 militants, 1 soldier killed in North Waziristan",PTI,2,Boya Town,Boya area,Federally Administered Tribal Areas,North Waziristan,32.957778,69.922222,POINT (69.922222 32.957778),176900,Pakistan,770,Asia,1,1,09/20/2014 00:00:00,09/20/2014 00:00:00,1,3,0,0,4,4,4,
154925,PAK-2014-1-768-180,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2014-09-22,Three Pakistani policemen killed in suspected militant attack""",BBC Monitoring South Asia,2014-09-22,Three Pakistani policemen killed in suspected militant attack,BBC,2,Hangu Town,near Hangu town,Khyber Pakhtunkwa Province,Hangu District,33.530000,71.060000,POINT (71.060000 33.530000),178343,Pakistan,770,Asia,1,1,09/22/2014 00:00:00,09/22/2014 00:00:00,3,0,0,1,4,4,4,
154944,PAK-2014-1-768-181,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Agence France Presse,2014-09-22,Pakistani air strikes leave 23 militants dead""",Agence France Presse,2014-09-22,Pakistani air strikes leave 23 militants dead,security official,1,Ghulam Khan Town,Ghulam Khan town,Federally Administered Tribal Areas,North Waziristan,33.143889,70.023889,POINT (70.023889 33.143889),177621,Pakistan,770,Asia,1,1,09/22/2014 00:00:00,09/22/2014 00:00:00,0,23,0,0,23,23,23,
154946,PAK-2014-1-768-182,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Agence France Presse,2014-09-22,Pakistani air strikes leave 23 militants dead""",Agence France Presse,2014-09-22,Pakistani air strikes leave 23 militants dead,security officials,2,Spinwam Town,Spinwam area,Federally Administered Tribal Areas,North Waziristan,33.179912,70.380087,POINT (70.380087 33.179912),177621,Pakistan,770,Asia,1,1,09/21/2014 00:00:00,09/21/2014 00:00:00,1,0,0,0,1,1,1,
154966,PAK-2014-1-768-183,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""Agence France Presse,2014-09-23,Suicide attack kills four in NW Pakistan"";""Press Trust of India,2014-09-23,5 killed in suicide blast attack in Pakistan""",Agence France Presse;Press Trust of India,2014-09-23;2014-09-23,Suicide attack kills four in NW Pakistan;5 killed in suicide blast attack in Pakistan,officials,1,Peshawar Town,Peshawar town,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,09/23/2014 00:00:00,09/23/2014 00:00:00,1,1,4,0,6,6,6,
154983,PAK-2014-1-768-184,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Agence France Presse,2014-09-22,Pakistani air strikes leave 23 militants dead""",Agence France Presse,2014-09-22,Pakistani air strikes leave 23 militants dead,security officials,1,Bannu Town,Bannu town,Khyber Pakhtunkwa Province,Bannu District,32.985414,70.602701,POINT (70.602701 32.985414),176902,Pakistan,770,Asia,1,1,09/21/2014 00:00:00,09/21/2014 00:00:00,1,0,0,0,1,1,1,
154985,PAK-2014-1-768-185.1,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-09-23,Air-strikes kill 42 militants in North Waziristan""",Press Trust of India,2014-09-23,Air-strikes kill 42 militants in North Waziristan,military statement,3,North Waziristan,Dandi Kachkol area of North Waziristan,Federally Administered Tribal Areas,North Waziristan,32.950871,69.957639,POINT (69.957639 32.950871),176900,Pakistan,770,Asia,1,1,09/23/2014 00:00:00,09/23/2014 00:00:00,0,7,0,0,7,6,6,
154995,PAK-2014-1-768-186,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-09-26,Four militants killed in Pakistan""",Press Trust of India,2014-09-26,Four militants killed in Pakistan,officials,3,Khyber Agency,Khyber Agency,Federally Administered Tribal Areas,Khyber Agency,33.961134,71.057703,POINT (71.057703 33.961134),178343,Pakistan,770,Asia,1,1,09/26/2014 00:00:00,09/26/2014 00:00:00,0,3,0,0,3,3,3,
154996,PAK-2014-1-844-1,2014,True,Clear,1,404,404,Pakistan: Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,1,"""Press Trust of India,2014-09-26,Four militants killed in Pakistan""",Press Trust of India,2014-09-26,Four militants killed in Pakistan,officials,3,Khyber Agency,Khyber Agency,Federally Administered Tribal Areas,Khyber Agency,33.961134,71.057703,POINT (71.057703 33.961134),178343,Pakistan,770,Asia,1,1,09/26/2014 00:00:00,09/26/2014 00:00:00,0,1,0,0,1,1,1,
155008,PAK-2014-1-768-187,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Agence France Presse,2014-09-28,Airstrikes, gunfight kill 21 militants in NW Pakistan""",Agence France Presse,2014-09-28,"Airstrikes, gunfight kill 21 militants in NW Pakistan",military statement,2,Shawal Area,Shawal area,Federally Administered Tribal Areas,North Waziristan,32.622222,69.472778,POINT (69.472778 32.622222),176899,Pakistan,770,Asia,1,1,09/28/2014 00:00:00,09/28/2014 00:00:00,0,15,0,0,15,15,15,
155010,PAK-2014-1-768-188,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Agence France Presse,2014-09-28,Airstrikes, gunfight kill 21 militants in NW Pakistan""",Agence France Presse,2014-09-28,"Airstrikes, gunfight kill 21 militants in NW Pakistan",officials,2,Jamrud Town,"Ghundi area, Jamrud",Federally Administered Tribal Areas,Khyber Agency,34.003018,71.380729,POINT (71.380729 34.003018),179063,Pakistan,770,Asia,1,1,09/28/2014 00:00:00,09/28/2014 00:00:00,0,6,0,0,6,6,6,
155015,PAK-2014-3-1199-12,2014,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,1,"""BBC Monitoring South Asia,2014-09-29,Pakistani Talebankill tribal elder in northwest""",BBC Monitoring South Asia,2014-09-29,Pakistani Talebankill tribal elder in northwest,BBC,2,Mattani Town,Mattani area,Khyber Pakhtunkwa Province,Peshawar District,33.797931,71.560230,POINT (71.560230 33.797931),178344,Pakistan,770,Asia,1,1,09/28/2014 00:00:00,09/28/2014 00:00:00,0,0,1,0,1,1,1,
155319,PAK-2014-1-768-193,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2014-10-02,Pakistani police officer shot dead in Peshawar""",BBC Monitoring South Asia,2014-10-02,Pakistani police officer shot dead in Peshawar,police,1,Peshawar Town,Peshawar town,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,10/02/2014 00:00:00,10/02/2014 00:00:00,1,0,0,0,1,1,1,
155325,PAK-2014-1-768-189,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-10-02,Bomb blast, attack on security forces kills 11 in NW Pakistan""",Press Trust of India,2014-10-02,"Bomb blast, attack on security forces kills 11 in NW Pakistan",PTI,2,Jani Khel Town,Jani Khel area,Khyber Pakhtunkwa Province,Bannu District,32.800712,70.504804,POINT (70.504804 32.800712),176902,Pakistan,770,Asia,1,1,10/02/2014 00:00:00,10/02/2014 00:00:00,0,4,0,0,4,4,4,
155333,PAK-2014-1-768-190.1,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-10-03,Pak air strikes kill 15 militants""",Press Trust of India,2014-10-03,Pak air strikes kill 15 militants,army,2,Jamrud Town,Jamrud and Bara sub- divisions of Khyber district,Federally Administered Tribal Areas,Khyber Agency,34.003018,71.380729,POINT (71.380729 34.003018),179063,Pakistan,770,Asia,1,1,10/03/2014 00:00:00,10/03/2014 00:00:00,0,8,0,0,8,7,8,
155342,PAK-2014-1-768-191,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-10-05,Seven militants killed in Pakistan""",Press Trust of India,2014-10-05,Seven militants killed in Pakistan,police,1,Karachi Town,Karachi town,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,10/05/2014 00:00:00,10/05/2014 00:00:00,0,7,0,0,7,7,7,
155345,PAK-2014-1-768-192,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2014-10-06,Police kill two Pakistan Taleban militants in targeted operation""",BBC Monitoring South Asia,2014-10-06,Police kill two Pakistan Taleban militants in targeted operation,BBC,1,Karachi Town,Karachi town,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,10/06/2014 00:00:00,10/06/2014 00:00:00,0,2,0,0,2,2,2,
155455,PAK-2014-1-768-194,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Agence France Presse,2014-10-12,Pakistani air strikes kill 10 militants: officials""",Agence France Presse,2014-10-12,Pakistani air strikes kill 10 militants: officials,officials,2,Kuki Khel Area,Kuki khel area,Federally Administered Tribal Areas,Khyber Agency,33.980221,71.313639,POINT (71.313639 33.980221),178343,Pakistan,770,Asia,1,1,10/12/2014 00:00:00,10/12/2014 00:00:00,0,10,0,0,10,10,10,
155456,PAK-2014-1-768-195,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2014-10-12,At least 3 suspected militants killed in Pakistan's Swat district - paper""",BBC Monitoring South Asia,2014-10-12,At least 3 suspected militants killed in Pakistan's Swat district - paper,Official sources,2,Charbagh Village,Charbagh area,Khyber Pakhtunkwa Province,Swat District,34.833333,72.441667,POINT (72.441667 34.833333),179785,Pakistan,770,Asia,1,1,10/12/2014 00:00:00,10/12/2014 00:00:00,0,3,0,0,3,3,3,
155459,PAK-2014-1-768-196,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Agence France Presse,2014-10-12,Pakistani air strikes kill 21 militants: officials""",Agence France Presse,2014-10-12,Pakistani air strikes kill 21 militants: officials,Local government and intelligence officials,1,Datta Khel Town,Datta Khel village,Federally Administered Tribal Areas,North Waziristan,32.908333,69.744722,POINT (69.744722 32.908333),176900,Pakistan,770,Asia,1,1,10/12/2014 00:00:00,10/12/2014 00:00:00,0,11,0,0,11,11,11,
155460,PAK-2014-1-768-197,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Agence France Presse,2014-10-12,Pakistani air strikes kill 21 militants: officials""",Agence France Presse,2014-10-12,Pakistani air strikes kill 21 militants: officials,army,6,Pakistan,Pakistan,,,30.000000,70.000000,POINT (70.000000 30.000000),173301,Pakistan,770,Asia,1,1,10/12/2014 00:00:00,10/12/2014 00:00:00,5,0,0,0,5,5,5,
155465,PAK-2014-2-449-0,2014,False,Clear,2,5577,4967,Lashkar-e-Islam - Lashkar of Zakakhel tribe,5577,5577,Lashkar-e-Islam - Lashkar of Zakakhel tribe,399,399,Lashkar-e-Islam,1142,1142,Lashkar of Zakakhel tribe,3,"""Agence France Presse,2014-10-15,Suicide bomber kills five in NW Pakistan: officials"";""The News,2014-10-16,Suicide attack on Amn Lashkar in Khyber kills seven"";""Reuters News,2014-10-16,Pakistan air strikes kill at least 21, army says""",Agence France Presse;The News;Reuters News,2014-10-15;2014-10-16;2014-10-16,"Suicide bomber kills five in NW Pakistan: officials;Suicide attack on Amn Lashkar in Khyber kills seven;Pakistan air strikes kill at least 21, army says",officials,2,Zakha Khel Area,Pir Mela village,Federally Administered Tribal Areas,Khyber Agency,34.036127,71.113004,POINT (71.113004 34.036127),179063,Pakistan,770,Asia,1,1,10/15/2014 00:00:00,10/15/2014 00:00:00,0,7,0,0,7,7,7,
155475,PAK-2014-1-844-2,2014,True,Clear,1,404,404,Pakistan: Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,1,"""Reuters News,2014-10-16,Pakistan air strikes kill at least 21, army says""",Reuters News,2014-10-16,"Pakistan air strikes kill at least 21, army says",army statement,2,Tirah Valley,Tirah Valley,Federally Administered Tribal Areas,Khyber Agency,33.812500,70.676944,POINT (70.676944 33.812500),178342,Pakistan,770,Asia,1,1,10/16/2014 00:00:00,10/16/2014 00:00:00,0,21,0,0,21,21,21,
155480,PAK-2014-1-768-198,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""Reuters News,2014-10-17,At least nine militants killed in Pakistani army offensive"";""BBC Monitoring South Asia,2014-10-18,Eight militants, soldier dead in Pakistan tribal area of Bara""",Reuters News;BBC Monitoring South Asia,2014-10-17;2014-10-18,"At least nine militants killed in Pakistani army offensive;Eight militants, soldier dead in Pakistan tribal area of Bara",military officials,2,Akakhel Area,Akakhel area of Bara Tehsil Khyber Agency,Federally Administered Tribal Areas,Khyber Agency,33.843346,70.983627,POINT (70.983627 33.843346),178342,Pakistan,770,Asia,1,1,10/17/2014 00:00:00,10/17/2014 00:00:00,1,8,0,0,9,9,9,
155622,PAK-2014-1-768-199,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-10-19,37 militants killed Pakistan's tribal region""",Press Trust of India,2014-10-19,37 militants killed Pakistan's tribal region,Radio Pakistan,2,Bara Town,"Bara tehsil, Khyber Agency",Federally Administered Tribal Areas,Khyber Agency,33.914722,71.468056,POINT (71.468056 33.914722),178343,Pakistan,770,Asia,1,1,10/19/2014 00:00:00,10/19/2014 00:00:00,0,37,0,0,37,37,37,
155623,PAK-2014-1-768-200,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-10-21,30 militants killed as Pak jets bomb hideouts""",Press Trust of India,2014-10-21,30 militants killed as Pak jets bomb hideouts,officials,2,Datta Khel Town,Datta Khel area,Federally Administered Tribal Areas,North Waziristan,32.908333,69.744722,POINT (69.744722 32.908333),176900,Pakistan,770,Asia,1,1,10/21/2014 00:00:00,10/21/2014 00:00:00,0,30,0,0,30,30,30,
155625,PAK-2014-1-768-201,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-10-22,2 soldiers killed in rocket attack in Pakistan""",Press Trust of India,2014-10-22,2 soldiers killed in rocket attack in Pakistan,security officials,2,Datta Khel Town,Datta Khel area,Federally Administered Tribal Areas,North Waziristan,32.908333,69.744722,POINT (69.744722 32.908333),176900,Pakistan,770,Asia,1,1,10/22/2014 00:00:00,10/22/2014 00:00:00,2,0,0,0,2,2,2,
155630,PAK-2014-1-768-202,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-10-23,6 militants killed as Pak forces continue operation""",Press Trust of India,2014-10-23,6 militants killed as Pak forces continue operation,PTI,2,Sipah Town,Sipah area,Federally Administered Tribal Areas,Khyber Agency,33.887778,70.908333,POINT (70.908333 33.887778),178342,Pakistan,770,Asia,1,1,10/23/2014 00:00:00,10/23/2014 00:00:00,0,6,0,0,6,6,6,
155631,PAK-2014-3-1199-13,2014,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,2,"""Agence France Presse,2014-10-23,Blast hits Pakistan political rally: police"";""Press Trust of India,2014-10-23,(Updating with fresh inputs)""",Agence France Presse;Press Trust of India,2014-10-23;2014-10-23,Blast hits Pakistan political rally: police;(Updating with fresh inputs),police,1,Quetta Town,Quetta town,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,10/23/2014 00:00:00,10/23/2014 00:00:00,0,0,1,0,1,1,1,
155633,PAK-2014-1-844-3,2014,True,Clear,1,404,404,Pakistan: Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,1,"""BBC Monitoring South Asia,2014-10-24,Six militants, soldier killed in Pakistan tribal area clashes""",BBC Monitoring South Asia,2014-10-24,"Six militants, soldier killed in Pakistan tribal area clashes",BBC,2,Akakhel Area,Akakhel area,Federally Administered Tribal Areas,Khyber Agency,33.843346,70.983627,POINT (70.983627 33.843346),178342,Pakistan,770,Asia,1,1,10/23/2014 00:00:00,10/23/2014 00:00:00,1,6,2,0,9,9,9,
155634,PAK-2014-1-768-203.1,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-10-26,20 militants killed in Pak airstrikes""",Press Trust of India,2014-10-26,20 militants killed in Pak airstrikes,security official,2,Sipah Town,"Sipah, Malakdin Khel and Nalan Sur Kas areas of Bara tehsil of Khyber",Federally Administered Tribal Areas,Khyber Agency,33.887778,70.908333,POINT (70.908333 33.887778),178342,Pakistan,770,Asia,1,1,10/26/2014 00:00:00,10/26/2014 00:00:00,0,7,0,0,7,7,6,
155635,PAK-2014-1-768-204,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2014-10-27,Pakistan report says 9 militants killed in Karachi""",BBC Monitoring South Asia,2014-10-27,Pakistan report says 9 militants killed in Karachi,police,1,Karachi Town,Karachi town,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,10/26/2014 00:00:00,10/26/2014 00:00:00,0,9,0,0,9,9,9,
155636,PAK-2014-1-768-205,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Associated Press Newswires,2014-10-27,Pakistani military says jets kill 33 militants""",Associated Press Newswires,2014-10-27,Pakistani military says jets kill 33 militants,army statement,2,Datta Khel Town,Datta Khel area,Federally Administered Tribal Areas,North Waziristan,32.908333,69.744722,POINT (69.744722 32.908333),176900,Pakistan,770,Asia,1,1,10/27/2014 00:00:00,10/27/2014 00:00:00,0,18,0,0,18,18,18,
155637,PAK-2014-1-768-206,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Associated Press Newswires,2014-10-27,Pakistani military says jets kill 33 militants""",Associated Press Newswires,2014-10-27,Pakistani military says jets kill 33 militants,army statement,2,Ghar Lamai area,Gharlamai area,Federally Administered Tribal Areas,North Waziristan,32.939670,69.684910,POINT (69.684910 32.939670),176900,Pakistan,770,Asia,1,1,10/27/2014 00:00:00,10/27/2014 00:00:00,0,15,0,0,15,15,15,
155640,PAK-2014-1-768-207,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2014-10-30,Clashes leave 8 soldiers, 21 militants dead in NW Pakistan""",Press Trust of India,2014-10-30,"Clashes leave 8 soldiers, 21 militants dead in NW Pakistan",PTI,3,Khyber Agency,Spin Kamar area,Federally Administered Tribal Areas,Khyber Agency,33.961134,71.057703,POINT (71.057703 33.961134),178343,Pakistan,770,Asia,1,1,10/30/2014 00:00:00,10/30/2014 00:00:00,8,21,0,0,29,29,29,
155641,AFG-2014-1-327-3169,2014,True,Clear,1,333,333,Afghanistan: Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""Associated Press Newswires,2014-10-30,Drone strike kills 2 militants in NW Pakistan""",Associated Press Newswires,2014-10-30,Drone strike kills 2 militants in NW Pakistan,officials,1,Azam Warsak Town,Azam Warsak village,Federally Administered Tribal Areas,South Waziristan,32.292222,69.420556,POINT (69.420556 32.292222),176179,Pakistan,770,Asia,1,1,10/30/2014 00:00:00,10/30/2014 00:00:00,0,7,0,0,7,7,7,
155642,PAK-2014-1-844-4.1,2014,True,Clear,1,404,404,Pakistan: Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,1,"""BBC Monitoring South Asia,2014-10-31,Pakistan forces claim killing 14 militants in tribal areas""",BBC Monitoring South Asia,2014-10-31,Pakistan forces claim killing 14 militants in tribal areas,security forces,2,Bara Town,"Manday Kas, Speen Kabr areas of Tehsil Bara, Khyber Agency, Khyber Agency",Federally Administered Tribal Areas,Khyber Agency,33.914722,71.468056,POINT (71.468056 33.914722),178343,Pakistan,770,Asia,1,1,10/31/2014 00:00:00,10/31/2014 00:00:00,0,7,0,0,7,7,7,
155644,PAK-2014-1-768-208,2014,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2014-10-31,Three Pakistan Taleban militants said killed in Karachi""",BBC Monitoring South Asia,2014-10-31,Three Pakistan Taleban militants said killed in Karachi,police,1,Karachi Town,Karachi town,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,10/31/2014 00:00:00,10/31/2014 00:00:00,0,3,0,0,3,3,3,
